알바명,알바설명,지역,지역세부,급여종류,금액,시간,주소
교원웰스 M대전,[논산] 주부에게 딱 알맞은 일자리 교원웰스 매니저 모집,충남,논산시,건별,220000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97391253
교원웰스 M대전,[세종/조치원] 주부에게 딱 알맞은 일자리 교원웰스 매니저 모집,세종,아름동,건별,220000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97391254
교원웰스 S대전,[부여]주부에게 딱 알맞은 일자리 교원 웰스플래너 모집,충남,부여군,건별,220000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97391240
교원웰스 S대전,[논산]주부에게 딱 알맞은 일자리 교원 웰스플래너 모집,충남,논산시,건별,220000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97391241
교원웰스 S대전,[세종]주부에게 딱 알맞은 일자리 교원 웰스플래너 모집,세종,아름동,건별,220000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97391239
circle,[ 12월 16일(월) 양주 기공식 단기 알바모집 ],경기,양주시,일급,80000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97442962
(주)에스탑,"[시급 12,000원]한국가스공사.서울본부 남자 미화 직원 모집",서울,강서구,시급,12000,06:00~15:00,http://www.alba.co.kr/job/Detail.asp?adid=97259920
세븐일레븐 관악웰피아점,[ 단기야간 ] 세븐일레븐 평일야간단기 모집[ 초보가능 ],서울,관악구,월급,1870000,19:00~06:00,http://www.alba.co.kr/job/Detail.asp?adid=97443677
세븐일레븐 관악웰피아점,[ 단기야간 ] 세븐일레븐 평일야간단기 모집[ 초보가능 ],서울,관악구,월급,1870000,19:00~06:00,http://www.alba.co.kr/job/Detail.asp?adid=97443674
주식회사 데코,단기꿀알바)현관 도어락 설치보조 알바구함,서울,중랑구,시급,10000,07:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97440554
(주)오본,"기장 힐튼호텔 주방보조(12/16 ~ 12/22) / 시급10,020원 급구",부산,기장군,시급,10020,11:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97440184
교원웰스 M부산,[거제] 주부에게 딱 알맞은 일자리 교원 웰스매니저 모집,경남,거제시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97390213
교원웰스 M부산,[부산] 주부에게 딱 알맞은 일자리 교원 웰스매니저 모집,부산,동래구,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97390203
교원웰스 S부산,(주)교원웰스 부산지역단 판매 전문가 모집합니다.,부산,동래구,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97390190
교원웰스 S부산,(주)교원웰스 거제 지역 판매 전문가 모집합니다.,경남,거제시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97390179
교원웰스 S부산,(주)교원웰스 양산 지역 판매 전문가 모집합니다.,경남,양산시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97390164
파리크라상,파리크라상 외식사업부 라그릴리아 홍대점 홀 서비스 파트타이머 구인합니다.,서울,마포구,시급,8500,17:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97420290
(주)다우리잡/풀무원FNC,"[단기 3일 화, 목, 토 일급 8만5천] 김포공항 국내선 플레이보6 홀서빙",서울,강서구,일급,85000,12:30~21:30,http://www.alba.co.kr/job/Detail.asp?adid=97440247
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,대구,달서구,건별,1050000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97439869
GS25 아산용화점,주말오후경력근무자구함(아산용화점),충남,아산시,시급,8350,16:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97434782
(주)소소한연구소,1박2일 투어링 진행보조/숙박및식사제공/총2일 17만원,부산,금정구,건별,170000,08:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97435974
테라피티,피티샵) 강남구청역) 전단지 알바,서울,강남구,시급,10500,17:50~07:50,http://www.alba.co.kr/job/Detail.asp?adid=97392539
비에스투코리아(주),현대백화점엘르이너웨어행사알바,충북,청주시,일급,70000,11:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97420788
민속떡집,신정 단기알바,부산,사하구,시급,8590,13:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97429943
현대백화점 천호점,현대백화점 천호점 설 12/27~1/24 단기 알바 구인 공고,서울,강동구,시급,8400,10:00~20:30,http://www.alba.co.kr/job/Detail.asp?adid=97413162
안탈리아,지중해 레스토랑 안탈리아 에서 12월20일 금 단기 알바 모집 합니다,경북,포항시,시급,8350,22:00~24:30,http://www.alba.co.kr/job/Detail.asp?adid=97435123
교원웰스 M창원,[창원/마산/진해]웰스정수기 환경가전 관리사원 모집 중,경남,창원시,건별,220000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97399792
교원웰스 M창원,[창원/마산/진해]웰스정수기 환경가전 관리사원 모집 중,경남,창원시,건별,220000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97399784
교원웰스 M창원,[진주/사천]웰스정수기 환경가전 관리사원 모집 중,경남,진주시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97399779
히어로 짐,유아 산타 선생님 모십니다,서울,중랑구,시급,15000,16:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97434519
교원웰스 S창원,"[창원/마산/진해] 웰스정수기 영업사원 모집, 성인남녀 누구나 가능",경남,창원시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97399767
교원웰스 S창원,"[창원/마산/진해] 웰스정수기 영업사원 모집, 성인남녀 누구나 가능",경남,창원시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97399761
투쿨포스쿨부산대점,(중국어가능자 화장품경력자)투쿨포스쿨부산대점 단기알바12/23~27까지,부산,금정구,시급,8350,10:30~19:30,http://www.alba.co.kr/job/Detail.asp?adid=97388064
교원웰스 S창원,"[진주,사천] 웰스정수기 영업사원 모집, 성인남녀 누구나 가능",경남,진주시,건별,170000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97399755
두꺼비만화카페,두꺼비만화카페 계양구청점에서 알바모집합니다. 무엇이든물어보살21회 사장출연,인천,전체,시급,10000,14:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97402997
오렌지라이프생명보험(주),[급구] 단기 알바 4시간 5만원,대구,달서구,일급,50000,13:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97382709
더굿인,"모던하우스동탄 신규오픈 아르바이트 모집(식사,간식 지원)",경기,화성시,일급,75000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97442297
서천방앗간,설 명절전까지 가래떡 보조구합니다.,서울,관악구,시급,10000,06:00~13:00,http://www.alba.co.kr/job/Detail.asp?adid=97432058
엔씨컴퍼니,[단기알바] 코엑스아트홀 하우스어셔 모집(12월25일 1일),서울,강남구,시급,9000,09:30~14:30,http://www.alba.co.kr/job/Detail.asp?adid=97434603
농업회사법인(주)꿈에그린농장,인천 스퀘어원 상품 판매보조 알바 모셔요. (12월 21일~25일),인천,연수구,시급,9000,16:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97423770
롯데리아 포항죽도점,"평일 오후 라이더(배달원) 모집 (단기알바 가능, 평균시급 12,000원)",경북,포항시,시급,8590,17:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97389269
엔비져블 펀토리하우스,"[단기] 키즈카페,어린이놀이터, 실내놀이터, 미디어놀이터 엔비져블펀토리하우스",대구,중구,시급,8590,15:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97434467
(주)성윤시스템,[당일지급]서울장지역/식품창고/포장/피킹/상품정리/짧은근무/남여모집,서울,송파구,일급,90000,15:30~00:30,http://www.alba.co.kr/job/Detail.asp?adid=97436473
돌체테리아,디저트카페 돌체테리아 25일-1일 단기 아르바이트 모집 (포장 및 손님응대),강원,강릉시,시급,9000,11:30~16:30,http://www.alba.co.kr/job/Detail.asp?adid=97442464
대웅직업소개소,부평역탑승 / 일당 15만원 전후지급/ 소형상품 취급업무 / 곤지암물류,인천,부평구,일급,150000,19:00~08:30,http://www.alba.co.kr/job/Detail.asp?adid=97440506
오렌지라이프생명보험(주),[오렌지라이프] 고객컨설턴트를 모집합니다.~12월 15일(일) 까지 접수마감,서울,전체,주급,100000,10:00~13:00,http://www.alba.co.kr/job/Detail.asp?adid=97362512
(주) 야야,(주)야야 단기알바 채용(12/16),부산,사하구,일급,71800,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97439283
CU 중구장충체육관1호점,"CU편의점 신규오픈점 상품진열(오산,파주), 철수(성북동) 인원모집",경기,화성시,일급,82000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97417712
영대갈비,구로역 인근 아파트  전단지 배포알바 구합니다,서울,구로구,시급,9000,13:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97423215
향기의발견,"플리마켓 악세사리 판매 (연트럴파크,홍대입구역)",서울,마포구,시급,9000,12:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97439213
GS25용인양지점,GS25용인양지점 단기아르바이트 모집합니다.,경기,용인시,시급,8350,10:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97408272
서래식당,서래마을 둔산점  주방직원,대전,전체,시급,8700,10:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97385133
성원아이북랜드 울산영업본부,"(북구급구) 책읽어주기,독서논술,도서대여선생님을 모십니다.",울산,북구,주급,1000000,10:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97404789
법무법인 중추,[법무법인 중추] 아르바이트를 구합니다.(주5일제),서울,서초구,시급,8590,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97417619
(주)동아기업환경,물탱크청소 단순보조 알바구합니다.,경기,이천시,일급,60000,09:30~15:00,http://www.alba.co.kr/job/Detail.asp?adid=97439549
(주)샤인블링,롯데광주  의류 판매 아르바이트 급구,광주,동구,시급,8350,10:00~20:30,http://www.alba.co.kr/job/Detail.asp?adid=97433477
(주)성윤시스템,[당일지급]서울장지역/식품창고/포장/피킹/상품정리/짧은근무/남여모집,서울,강동구,일급,90000,15:30~00:30,http://www.alba.co.kr/job/Detail.asp?adid=97436479
만원의행복,홀써빙구함,경남,창원시,시급,8350,10:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97433745
제일패션리테일(주),에잇세컨즈 현대가산아울렛점 단기 아르바이트,서울,금천구,시급,10020,13:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97397814
(주)키즈홈통합지원센터,더존 세무사랑 급여입력 알바 구인,대전,중구,시급,8350,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97433380
(주) 쎈피씨,11월16일PC방 설치 아르바이트를 모집합니다.,경기,남양주시,시급,9000,11:00~00:00,http://www.alba.co.kr/job/Detail.asp?adid=97439960
유보트 bar,[강남역/신논현 외국손님많은bar 일일행사알바]교통비지원,서울,강남구,시급,40000,19:00~02:00,http://www.alba.co.kr/job/Detail.asp?adid=97440555
세븐일레븐 서귀포중앙오거리점,"주간 알바 구합니다(주중 3일 수,목,금 2주 근무자)",제주,서귀포시,시급,8590,13:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97437122
하나로이벤트,[당일/알바]12월16일 킨텍스 4~5Hall 무대철거 알바STAPP모집,경기,고양시,시급,12000,17:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97433224
대전모엘로,크리스마스 단기 알바 급구,대전,중구,시급,9000,11:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97432244
에스원골프아카데미,단기한달알바 수원cc골프연습장 업장마감후 볼수거시간  10분  15000,경기,용인시,주급,75000,22:00~22:10,http://www.alba.co.kr/job/Detail.asp?adid=97433155
경주대릉빵,보문하이코행사장3일단기알바모집,경북,경주시,시급,8350,10:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97422681
울산달동우진더퍼스트클래스오피스텔,전단지 홍보알바 전단지 벽에 부착 및 주차된차에 배포  하시는 일입니다,울산,전체,시급,10000,10:30~12:30,http://www.alba.co.kr/job/Detail.asp?adid=97433458
슈펜 슈펜본부,[슈즈SPA 슈펜 강남역] 오픈매장 15(일) 12-21시 하루알바 7만원,서울,강남구,일급,70000,12:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97433432
(주)모스트인 부산지사,스타필드 시티 명지(트레이더스 명지점)맥주판매 아르바이트 모집,부산,강서구,일급,80000,12:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97439344
GS25춘천후석로점,GS25춘천후석로점 오늘 하루 야간 아르바이트생 모집,강원,춘천시,시급,8350,24:00~08:00,http://www.alba.co.kr/job/Detail.asp?adid=97433182
교촌치킨 도구청림,교촌치킨 도구청림점 단기 배달원을 구합니다.(12/14~12/15),경북,포항시,시급,10000,17:00~23:00,http://www.alba.co.kr/job/Detail.asp?adid=97396106
(주)신세계엘앤비,"[신세계L&B] 이마트에브리데이 흑석동 주류진열알바 모집(12/23,5시간)",서울,동작구,시급,10500,08:50~14:00,http://www.alba.co.kr/job/Detail.asp?adid=97395948
(주)신세계엘앤비,[신세계L&B] 트레이더스 군포점 와인판매/진열 알바 모집,경기,군포시,시급,11000,13:00~21:00,http://www.alba.co.kr/job/Detail.asp?adid=97395878
제일패션리테일(주),[단기PT]에잇세컨즈 타임스퀘어점 PT채용,서울,영등포구,시급,10020,13:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97404045
세븐일레븐 파주아동본점,12월25일 편의점 알바 구합니다.,경기,파주시,일급,83500,08:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97403950
스터디매니저학원,아파트 전단 알바 구합니다.,부산,전체,건별,50,10:00~13:00,http://www.alba.co.kr/job/Detail.asp?adid=97418357
SMY,브릭스 스타필드 코엑스점 팝업행사 파트타이머 채용합니다.,서울,강남구,일급,81000,10:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97430505
레슈아,뉴코아아울렛 강남점 악세사리 단기알바,서울,서초구,시급,9000,10:00~16:00,http://www.alba.co.kr/job/Detail.asp?adid=97421829
티마트파주운정점,"파주(일산)티마트 장난감매장, 아르바이트",경기,파주시,일급,100000,10:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97400024
동우이엔티,일급8만 /모델하우스미화원알바,서울,송파구,일급,80000,09:00~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97413959
GS25 이화여대점,[평일_단기]GS25 이화여대점 스토어매니저 채용공고,서울,서대문구,시급,8350,15:00~22:00,http://www.alba.co.kr/job/Detail.asp?adid=97413926
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,세종,조치원읍,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97439871
캐스트룩,[단기]투잡 - 시험 참여자 모집 (전국-지역별) 지원바랍니다.,충북,청주시,건별,3000000,11:00~17:00,http://www.alba.co.kr/job/Detail.asp?adid=97439870
(주)다우리잡/풀무원FNC,"[단기 3일 화, 목, 토 일급 8만5천] 김포공항 국내선 플레이보6 홀서빙",서울,양천구,일급,85000,12:30~21:30,http://www.alba.co.kr/job/Detail.asp?adid=97440168
롯데광복점 안다르,[롯데광복점 안다르] 아쿠아몰 행사 단기 아르바이트 구함,부산,중구,일급,70000,10:00~20:00,http://www.alba.co.kr/job/Detail.asp?adid=97432667
(주)나경인터내셔날,"12/18,19일 연회장서빙 알바 모집 급구",광주,동구,시급,8350,10:00~05:00,http://www.alba.co.kr/job/Detail.asp?adid=97432315
롯데백화점,롯데백화점 부산본점 라운지(VIP BAR)주차권증정 아르바이트 모집,부산,부산진구,시급,8590,10:00~19:00,http://www.alba.co.kr/job/Detail.asp?adid=97432479
Works,급구 삼성역부근 기업이사  인원구합니다 일당 당일지급합니다,서울,전체,일급,80000,08:10~18:00,http://www.alba.co.kr/job/Detail.asp?adid=97438685
